rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
9	C21H32O5	[M + H3N + H]+	C21H35NO5	0.9999999999999999	4141.917398474286	4139.78974557422	2.1276529000652085	51	0.8876531270148288	1.2538228501289859	2.7851464283767298	-0.22489580204177162	DG(10:3_8:1)	382.25871	642.726001739502	9723_ccaSettlementSiriusPostBlanks_26828
10	C27H44NO7P	[M + H]+	C27H44NO7P	0.9999999999999999	4094.033073919746	4094.033073919746	0.0	54	0.9681647317121845	0.21076678733246296	1.721248890319357	0.49067207845595856	LPE(22:6)	526.29307	633.9990234375	14417_ccaSettlementSiriusPostBlanks_42846
11	C21H32O5	[M + Na]+	C21H32O5	0.9999999999999999	4088.8682160792187	4088.8682160792187	0.0	44	0.9504329341006895	1.3135614501101738	1.5238784717049092	6.224436915814592	DG(10:2_8:2)	387.21661	545.1920127868652	10052_ccaSettlementSiriusPostBlanks_27855
12	C27H46NO7P	[M + H]+	C27H46NO7P	0.9999999999999999	4083.380413497318	4083.380413497318	0.0	46	0.8910453604787738	0.44218039847718604	1.3117444478584237	-0.002658504199810342	LPE(22:5)	528.30846	651.4549827575684	14437_ccaSettlementSiriusPostBlanks_42969
13	C21H32O5	[M + Na]+	C21H32O5	0.9999999999999999	4067.639599534364	4067.639599534364	0.0	42	0.3959467066991932	1.7090245885217166	1.9793763523210344	6.599013685322795	DG(10:2_8:2)	387.21675	554.0389823913574	10053_ccaSettlementSiriusPostBlanks_27856
13	C21H32O5	[M + Na]+	C21H32O5	0.9999999999999999	4062.9319468170374	4060.734858706783	2.19708811025445	43	0.8644731688209946	1.2886507659965134	2.9799732995233534	7.406927882831099	DG(10:2_8:2)	387.21706	608.4090042114258	10054_ccaSettlementSiriusPostBlanks_27861
14	C12H24O4	[M + H3N + H]+	C12H27NO4	0.9999999999999999	4053.4141747574636	4053.4141747574636	0.0	31	0.8604450771766825	2.8396460339158507	2.955382780907236	0.21804075079487972	MG(9:0)	250.20134	416.7630100250244	2123_ccaSettlementSiriusPostBlanks_6306
15	C26H32O5	[M + H3N + H]+	C26H35NO5	0.9999999999999999	4041.0394217340613	4041.0394217340613	0.0	34	0.6753048780487804	0.21306537859561991	2.7934407866153017	0.7951194708189705	DG(9:3_14:6)	442.25915	321.04599952697754	12782_ccaSettlementSiriusPostBlanks_36250
16	C28H52O5	[M + Na]+	C28H52O5	0.9999999999999999	4035.3881074935343	4035.3881074935343	0.0	19	0.8003309431880857	2.8734880442124027	2.8734880442124027	6.540881390154114	DG(19:1_6:0)	491.37391	674.4379806518555	13986_ccaSettlementSiriusPostBlanks_40856
17	C20H26O5	[M + H3N + H]+	C20H29NO5	0.9999999999999999	4019.4426887988416	4019.4426887988416	0.0	26	0.8004751970329155	-1.0589668778499473	2.6243108387246656	0.06193740798193333	DG(9:3_8:3)	364.21187	237.95499801635742	8523_ccaSettlementSiriusPostBlanks_23607
18	C19H32O5	[M + Na]+	C19H32O5	0.9999999999999999	3187.0656933439514	3187.0656933439514	0.0	52	0.7363849765258214	2.166737770645957	2.744679831047426	0.41248583727350163	DG(7:0_9:2)	363.21434	651.0890007019043	8480_ccaSettlementSiriusPostBlanks_23507
19	C20H30O5	[M + Na]+	C20H30O5	0.9999999999999999	3137.4493710145325	3137.4493710145325	0.0	47	0.7032068748690002	3.156763764483068	3.473635056840063	6.628089237229708	DG(10:3_7:1)	373.20102	616.8289947509766	9112_ccaSettlementSiriusPostBlanks_25296
20	C25H38O5	[M + H3N + H]+	C25H41NO5	0.9999999999999999	3103.0390718692934	3100.292542741316	2.7465291279772472	43	0.7620921462534844	1.5022240822745665	1.8427855455627804	3.571865255641523	DG(14:2_8:3)	436.30731	538.1859970092773	12436_ccaSettlementSiriusPostBlanks_35369
21	C15H20O5	[M + Na]+	C15H20O5	0.9999999999999999	3054.6952175003285	3054.6952175003285	0.0	37	0.9265358728340255	0.4075856053350262	1.1826312896767481	8.357512086451361	DG(6:2_6:2)	303.12283	358.9120101928711	4558_ccaSettlementSiriusPostBlanks_13198
22	C29H48O5	[M + Na]+	C29H48O5	0.9999999999999999	3054.6400053498123	3054.6400053498123	0.0	16	0.9914947905592174	2.1965226854007422	3.1277401687651514	0.7675436141580245	DG(7:0_19:4)	499.33978	694.8240280151367	14086_ccaSettlementSiriusPostBlanks_41329
23	C20H26O5	[M + H3N + H]+	C20H29NO5	0.9999999999999999	3050.8456954106314	3047.612100162661	3.233595247970413	19	0.8708073437683889	2.551485906388818	2.551485906388818	0.5836145642328167	DG(10:4_7:2)	364.21206	445.0720024108887	8530_ccaSettlementSiriusPostBlanks_23618
24	C15H20O5	[M + Na]+	C15H20O5	0.9999999999999999	3043.373881579232	3043.373881579232	0.0	27	0.9353353161277942	0.018619911128503357	1.7317857967504626	8.847856155030946	DG(6:2_6:2)	303.12298	346.0029888153076	4560_ccaSettlementSiriusPostBlanks_13200
25	C18H34O5	[M + Na]+	C18H34O5	0.9999999999999999	2114.5726154819763	2114.5726154819763	0.0	44	0.7183122946567525	3.1864416618066613	3.1864416618066613	0.04797798012241239	DG(8:0_7:0)	353.22986	533.5330009460449	7934_ccaSettlementSiriusPostBlanks_21609
25	C18H34O5	[M + Na]+	C18H34O5	0.9999999999999999	2114.2682472232323	2114.2682472232323	0.0	44	0.7183122946567525	3.1864416618066613	3.1864416618066613	-0.4040820564833267	DG(8:0_7:0)	353.22970	525.3529930114746	7935_ccaSettlementSiriusPostBlanks_21610
26	C22H28O5	[M + H3N + H]+	C22H31NO5	0.9999999999999999	2108.128765047525	2106.4484046730845	1.6803603744406697	45	0.7631315299842565	1.6002503675785158	3.7780212730899394	0.24387119761352566	DG(9:3_10:4)	390.22759	282.46999740600586	10167_ccaSettlementSiriusPostBlanks_28285
27	C20H30O5	[M + Na]+	C20H30O5	0.9999999999999999	2097.6129209802034	2097.6129209802034	0.0	25	0.7174753112924003	0.7280125816524238	2.682942113641554	-0.08583699743590457	DG(8:1_9:3)	373.19851	590.774974822998	9113_ccaSettlementSiriusPostBlanks_25297
28	C21H28O4	[M + H3N + H]+	C21H31NO4	0.9999999999999999	2077.389892616508	2077.389892616508	0.0	30	0.6554150338439617	2.299423807630151	2.7981362598862702	0.23105148777698492	MG(18:7)	362.23267	328.98900032043457	8392_ccaSettlementSiriusPostBlanks_23266
29	C19H30O5	[M + Na]+	C19H30O5	0.9999999999999999	2068.6980044605543	2068.6980044605543	0.0	12	0.9731520223152024	2.021828335197959	2.021828335197959	7.757345417578127	DG(8:1_8:2)	361.20135	460.82799911499023	8347_ccaSettlementSiriusPostBlanks_23128
30	C19H24O5	[M + H3N + H]+	C19H27NO5	0.9999999999999999	2064.528793149041	2064.528793149041	0.0	23	0.4720379146919433	3.8991777925266025	4.410971736868921	-0.47718358588929644	DG(8:3_8:3)	350.19603	232.4630069732666	7662_ccaSettlementSiriusPostBlanks_20991
31	C21H30O5	[M + H3N + H]+	C21H33NO5	0.9999999999999999	2060.495050729169	2060.495050729169	0.0	22	0.4117283950617283	1.0333694659301094	1.8211793112660961	0.19775830787037155	DG(9:3_9:2)	380.24322	338.7809944152832	9551_ccaSettlementSiriusPostBlanks_26449
32	C20H26O5	[M + H3N + H]+	C20H29NO5	0.9999999999999999	2025.5688881840808	2025.5688881840808	0.0	26	0.8135030125570133	-0.7932520808056431	2.3085583539226935	0.23574402137777764	DG(9:3_8:3)	364.21194	246.1340045928955	8525_ccaSettlementSiriusPostBlanks_23609
32	C20H26O5	[M + H3N + H]+	C20H29NO5	0.9999999999999999	2016.9105388219118	2016.9105388219118	0.0	25	0.8240870408273187	-0.7993723928392383	2.3373410897016447	0.2670007637955671	DG(9:3_8:3)	364.21195	248.99700164794922	8522_ccaSettlementSiriusPostBlanks_23606
33	C19H38O4	[M + Na]+	C19H38O4	0.9999999999999999	1169.0791776010449	1169.0791776010449	0.0	52	0.9167160640189684	1.5295674934751124	2.163568407755207	8.342639041799398	MG(16:0)	353.26918	627.7510070800781	7948_ccaSettlementSiriusPostBlanks_21655
34	C19H26O4	[M + Na]+	C19H26O4	0.9999999999999999	1120.5256613557556	1120.5256613557556	0.0	51	0.8970499698976522	1.4546491263942862	1.7902363216848491	7.624156882198797	MG(16:6)	341.17493	629.7969818115234	7111_ccaSettlementSiriusPostBlanks_19364
34	C19H26O4	[M + Na]+	C19H26O4	0.9999999999999999	1098.489749505636	1096.4500059400016	2.0397435656343017	44	0.885467314964884	1.229293108717731	1.8573376710273424	7.981028361449096	MG(16:6)	341.17505	625.4790115356445	7112_ccaSettlementSiriusPostBlanks_19366
35	C25H38O5	[M + H3N + H]+	C25H41NO5	0.9999999999999999	1074.7664367223879	1071.9440545283717	2.822382194016164	26	0.890114522588351	1.500932463992095	1.500932463992095	0.8127171833046662	DG(14:3_8:2)	436.30610	605.3949737548828	12431_ccaSettlementSiriusPostBlanks_35364
36	C16H28O4	[M + H3N + H]+	C16H31NO4	0.9999999999999999	1030.7461980020273	1030.7461980020273	0.0	14	0.9220558564298611	0.016070074057546485	0.6133823451641489	0.40484249058769106	MG(13:2)	302.23271	460.4409885406494	4550_ccaSettlementSiriusPostBlanks_13160
36	C16H28O4	[M + H3N + H]+	C16H31NO4	0.9999999999999999	1022.5516739478245	1022.5516739478245	0.0	14	0.8790266832572927	0.24806634257246668	0.3543779148813055	0.2663542368740097	MG(13:2)	302.23267	445.46098709106445	4549_ccaSettlementSiriusPostBlanks_13158
37	C26H36O5	[M + Na]+	C26H36O5	0.9999999999999999	1015.7142184229672	1015.7142184229672	0.0	5	0.04958324428296645	-5.547479578478382	5.547479578478382	-4.148000155907632	DG(10:2_13:5)	451.24362	506.0569953918457	13026_ccaSettlementSiriusPostBlanks_37209
38	C17H26O3	[M + H]+	C17H26O3	0.9999999999999999	334.33889223401826	334.33889223401826	0.0	55	0.5897487036298364	0.18938448878301892	0.808170849462957	0.8968471502864548		279.19572	555.7729911804199	3361_ccaSettlementSiriusPostBlanks_9856
39	C12H16O5	[M + H]+	C12H16O5	0.9999999999999999	333.7503130394836	330.2730774487457	3.4772355907379	51	0.6035600612990686	1.1057317785642407	1.1563267475541763	-74698.535508633		241.10726	400.88398933410645	1818_ccaSettlementSiriusPostBlanks_5337
40	C13H14O3	[M + H]+	C13H14O3	0.9999999999999999	332.07103055991786	332.07103055991786	0.0	51	0.6387470796919615	0.6270727461178588	1.3690904257239345	1.0586115600983683		219.10180	389.45199966430664	1104_ccaSettlementSiriusPostBlanks_3355
41	C16H26O3	[M + H]+	C16H26O3	0.9999999999999999	326.4997145200309	326.4997145200309	0.0	60	1.0000000000000002	0.5410123341872233	0.8307801638010012	-134810.50671889374		267.19580	611.9659996032715	2853_ccaSettlementSiriusPostBlanks_8287
41	C16H26O3	[M + H]+	C16H26O3	0.9999999999999999	323.3262373124712	323.3262373124712	0.0	58	0.9608865710560628	0.453670244154936	0.7261226100407536	1.3498617781373097		267.19583	619.2660140991211	2852_ccaSettlementSiriusPostBlanks_8286
42	C13H22O3	[M + H]+	C13H22O3	0.9999999999999999	322.7918607399037	322.7918607399037	0.0	48	0.6392244593586874	1.1687046987858278	1.3684348047995014	1.3607921945266381		227.16448	632.8369903564453	1402_ccaSettlementSiriusPostBlanks_4110
43	C13H14O4	[M + H]+	C13H14O4	0.9999999999999999	321.10110718609974	321.10110718609974	0.0	49	0.592404877332158	0.2911652688938718	0.8976334962382588	0.8114379487636317		235.09668	378.272008895874	1573_ccaSettlementSiriusPostBlanks_4787
43	C13H18O6	[M - H4O2 + H]+	C13H14O4	0.9999999999999999	318.38796209144334	318.38796209144334	0.0	49	0.6217484008528784	0.11960144288448799	1.4209085621883575	-153218.43346536075		235.09650	396.80399894714355	1575_ccaSettlementSiriusPostBlanks_4791
44	C15H24O4	[M + H]+	C15H24O4	0.9999999999999999	318.16878276306636	318.16878276306636	0.0	59	1.0000000000000002	0.3162882110297669	0.9050207864726482	0.8394192787988066		269.17496	478.20499420166016	2927_ccaSettlementSiriusPostBlanks_8480
45	C17H26O3	[M + H]+	C17H26O3	0.9999999999999999	315.7551848624286	315.7551848624286	0.0	53	0.5578097731239092	0.3026932155880719	0.936526980872531	0.8344507410631585		279.19570	555.7729911804199	3363_ccaSettlementSiriusPostBlanks_9858
46	C13H20O3	[M + H]+	C13H20O3	0.9999999999999999	314.0923116117779	314.0923116117779	0.0	55	0.9569370244455235	1.2886507659965134	1.2886507659965134	0.8173634717775646		225.14870	581.1680030822754	1344_ccaSettlementSiriusPostBlanks_3916
47	C17H26O3	[M + H]+	C17H26O3	0.9999999999999999	314.01525808551645	314.01525808551645	0.0	53	0.5812036273701569	-0.04756200864159439	1.035321889675528	1.2351076531363079		279.19582	563.2669830322266	3364_ccaSettlementSiriusPostBlanks_9859
48	C18H26O3	[M + H]+	C18H26O3	0.9999999999999999	313.1859504649837	313.1859504649837	0.0	53	0.478809738503156	-0.3662064289506488	1.0132813322674719	-61849.781095296814		291.19565	562.390022277832	3920_ccaSettlementSiriusPostBlanks_11497
49	C14H22O3	[M + H]+	C14H22O3	0.9999999999999999	313.15490990660396	313.15490990660396	0.0	58	0.9867799811142587	0.9872325929274623	1.1345063720658568	0.7771516575584098		239.16436	625.2500152587891	1775_ccaSettlementSiriusPostBlanks_5227
50	C18H26O6	[M + H]+	C18H26O6	0.9999999999999999	312.05628846891204	312.05628846891204	0.0	56	0.6881294964028779	-0.4075416716901364	1.0170321001021199	-106198.9815544717		339.18070	423.22400093078613	7003_ccaSettlementSiriusPostBlanks_19004
51	C14H20O4	[M + H]+	C14H20O4	0.9999999999999999	310.7732723047127	310.7732723047127	0.0	57	0.9855584415584414	0.06232058733433305	0.867683506472261	0.84231730977307		253.14365	453.1929874420166	2271_ccaSettlementSiriusPostBlanks_6593
52	C18H20O2	[M + H]+	C18H20O2	0.9999999999999999	310.6355712898779	310.6355712898779	0.0	45	0.6772195457673776	2.2010474786093197	2.2010474786093197	5.0830605885629705		269.15497	426.64100646972656	2914_ccaSettlementSiriusPostBlanks_8455
53	C15H18O2	[M + H]+	C15H18O2	0.9999999999999999	309.8065559608257	309.8065559608257	0.0	48	0.6975193384902639	1.6340177124933954	2.3112434874380705	1.0381749977062835		231.13820	430.6299877166748	1461_ccaSettlementSiriusPostBlanks_4469
54	C19H28O4	[M + H]+	C19H28O4	0.9999999999999999	308.66805311493164	308.66805311493164	0.0	59	0.9999999999999996	0.09517261792140061	0.8023696772289068	0.19223800924442908		321.20610	529.9029922485352	5795_ccaSettlementSiriusPostBlanks_16067
55	C15H22O4	[M + H]+	C15H22O4	0.9999999999999999	307.51458291652744	307.51458291652744	0.0	59	0.9853178444659567	0.482863856606859	0.797058860420212	-134829.45044640717		267.15928	415.6529903411865	2826_ccaSettlementSiriusPostBlanks_8230
56	C15H24O	[M + H]+	C15H24O	0.9999999999999999	306.5787535680377	301.26016320343507	5.318590364602668	46	0.6604206062689817	-0.20501858557808375	1.4546491263942862	-81424.92565947172		221.19016	653.701000213623	1206_ccaSettlementSiriusPostBlanks_3607
57	C16H28O2	[M + H]+	C16H28O2	0.9999999999999999	305.47126354559117	305.47126354559117	0.0	57	0.987120897382634	0.5937439090112931	0.867683506472261	-0.21987861180125892		253.21615	675.1110076904297	2298_ccaSettlementSiriusPostBlanks_6654
58	C12H18O4	[M + Na]+	C12H18O4	0.9999999999999999	305.37121813438284	305.37121813438284	0.0	44	0.694859813084112	0.9262171481344634	1.3716499461954	8.202866650072947		249.11177	351.1489963531494	2032_ccaSettlementSiriusPostBlanks_6130
59	C18H28O3	[M + H]+	C18H28O3	0.9999999999999999	305.06758163909814	304.58058960948364	0.48699202961448745	60	0.9999999999999998	-0.13621311729122684	0.47891962174527736	0.08422982703395103		293.21115	557.2690200805664	4072_ccaSettlementSiriusPostBlanks_11785
60	C19H28O3	[M + H]+	C19H28O3	0.9999999999999999	304.8810307842143	301.10388099425074	3.7771497899635853	56	0.9400693412580485	0.11594776950630865	0.926313755320086	0.9552580968711933		305.21141	613.0870056152344	4757_ccaSettlementSiriusPostBlanks_13613
61	C13H20O4	[M + H]+	C13H20O4	0.9999999999999999	304.5152966031371	301.4257616457702	3.089534957366897	59	0.9930332261521975	0.9103846389706437	1.0651864837965674	-74687.07999889184		241.14368	492.02098846435547	1838_ccaSettlementSiriusPostBlanks_5368
62	C11H14O3	[M + H]+	C11H14O3	0.9999999999999999	303.1395090970161	303.1395090970161	0.0	47	0.61396187043536	1.0960039909285348	1.58484255208076	-92312.45326293864		195.10181	413.18498611450195	551_ccaSettlementSiriusPostBlanks_1784
63	C11H12O3	[M + H]+	C11H12O3	0.9999999999999999	301.2596442847045	301.2596442847045	0.0	48	0.6524189760450918	2.549635770055734	2.549635770055734	-186553.4534618583		193.08616	344.8770046234131	505_ccaSettlementSiriusPostBlanks_1672
64	C18H28O4	[M - H2O + H]+	C18H26O3	0.9999999999999999	300.2656173274621	300.2656173274621	0.0	53	0.44002799860006997	-0.8028496352796988	1.203585352719283	-61849.902231528205		291.19562	548.031005859375	3918_ccaSettlementSiriusPostBlanks_11495
65	C20H34O6	[M - H2O + H]+	C20H32O5	0.9999999999999999	299.7095546176002	299.7095546176002	0.0	57	0.9539999999999996	0.8032074128786743	1.3792360326200004	-50986.34127290404		353.23277	609.440975189209	7944_ccaSettlementSiriusPostBlanks_21639
66	C18H26O6	[M + H]+	C18H26O6	0.9999999999999999	299.1858596650224	299.1858596650224	0.0	55	0.6935636985000949	-0.2717659515652731	1.3123968166408286	-53098.5425323733		339.18077	405.9029960632324	7000_ccaSettlementSiriusPostBlanks_19001
67	C18H30O6	[M + H]+	C18H30O6	0.9999999999999999	298.80076170974326	298.80076170974326	0.0	60	0.9999999999999993	-0.7991686696923479	1.0951717255476436	0.20547178116818315		343.21159	368.58999252319336	7226_ccaSettlementSiriusPostBlanks_19788
68	C11H18O2	[M + H]+	C11H18O2	0.9999999999999999	297.91046925879715	297.91046925879715	0.0	42	0.6161705908485119	3.7460282756212626	3.7460282756212626	1.9103377359965037		183.13831	607.0719909667969	331_ccaSettlementSiriusPostBlanks_1184
69	C15H22O5	[M + H]+	C15H22O5	0.9999999999999999	297.25370094084894	297.25370094084894	0.0	58	0.9933676007295641	0.055170409224313786	0.8824031506434358	0.5632130339114374		283.15416	378.272008895874	3561_ccaSettlementSiriusPostBlanks_10322
70	C15H18O2	[M + H]+	C15H18O2	0.9999999999999999	297.2149706917809	295.14538266616427	2.0695880256165875	46	0.6858740578653051	1.8165871368450275	3.1636278232387256	1.2718344827060288		231.13825	419.7070026397705	1460_ccaSettlementSiriusPostBlanks_4468
71	C14H20O4	[M + H]+	C14H20O4	0.9999999999999999	296.052096418647	296.052096418647	0.0	57	0.975805276198805	0.5732135834037151	0.9145046650626922	-142294.3904979087		253.14364	498.197021484375	2253_ccaSettlementSiriusPostBlanks_6570
72	C19H26O3	[M + H]+	C19H26O3	0.9999999999999999	295.8134505525034	295.8134505525034	0.0	57	0.9601536245799326	0.42499267637369864	1.381418131718112	0.503717643345044		303.19562	461.8290138244629	4613_ccaSettlementSiriusPostBlanks_13286
73	C16H24O4	[M + H]+	C16H24O4	0.9999999999999999	294.7977528071086	294.7977528071086	0.0	60	1.0	-0.036804492846339985	0.7267729690871144	-64054.666128531826		281.17475	469.49100494384766	3484_ccaSettlementSiriusPostBlanks_10100
73	C16H24O4	[M + H]+	C16H24O4	0.9999999999999999	294.39528191798485	294.39528191798485	0.0	59	1.0	-0.03213315561552435	0.7730074401913162	1.1806651037552724		281.17507	478.20499420166016	3483_ccaSettlementSiriusPostBlanks_10099
74	C10H14O2	[M + H]+	C10H14O2	0.9999999999999999	294.17050056653756	294.17050056653756	0.0	46	0.6424221811939237	3.128481911801613	3.128481911801613	1.6438075933711989		167.10693	498.197021484375	109_ccaSettlementSiriusPostBlanks_429
75	C24H34O7	[M + H]+	C24H34O7	0.9999999999999999	292.8914463603973	292.8914463603973	0.0	60	0.9866666666666665	0.6234815832865492	1.7329360369969962	-82760.35856075925		435.23838	472.1579933166504	12395_ccaSettlementSiriusPostBlanks_35231
76	C14H20O4	[M + H]+	C14H20O4	0.9999999999999999	292.70626824450676	292.70626824450676	0.0	59	0.9902619668083943	0.35094167006190713	0.775972258850244	-71147.69883852138		253.14343	481.6029739379883	2268_ccaSettlementSiriusPostBlanks_6589
77	C13H20O3	[M + H]+	C13H20O3	0.9999999999999999	292.70172079680844	292.70172079680844	0.0	59	0.9946060037523458	0.9423578032871904	1.3987633382425573	-159987.80573146848		225.14862	359.9059867858887	1322_ccaSettlementSiriusPostBlanks_3893
78	C13H22O3	[M + H]+	C13H22O3	0.9999999999999999	292.1169857383875	292.1169857383875	0.0	50	0.6737311767986615	1.0170321001021199	1.2886507659965134	0.9310344996710311		227.16438	610.3749847412109	1404_ccaSettlementSiriusPostBlanks_4113
79	C16H24O3	[M + H]+	C16H24O3	0.9999999999999999	291.5822720150291	291.5822720150291	0.0	57	0.965372297838271	-0.3556671536424677	1.0318791553323203	-135835.21863172363		265.18015	465.91898918151855	2711_ccaSettlementSiriusPostBlanks_8016
80	C15H22O6	[M + H]+	C15H22O6	0.9999999999999999	291.379788931373	291.379788931373	0.0	56	1.0000000000000002	0.6734237509358194	1.1869196603520749	0.5893021396137049		299.14909	305.1989936828613	4382_ccaSettlementSiriusPostBlanks_12590
81	C14H16O5	[M + H]+	C14H16O5	0.9999999999999999	291.35024527393097	291.35024527393097	0.0	45	0.5094837700430191	1.4760833607179369	2.1251708094290995	-67946.31845537675		265.10472	258.8160037994385	2631_ccaSettlementSiriusPostBlanks_7903
82	C21H30O4	[M + H]+	C21H30O4	0.9999999999999999	291.23218323890137	290.0830506868636	1.1491325520377678	57	1.0000000000000007	0.25770917372635654	1.7142679273252046	-103739.8213838097		347.22206	661.7789840698242	7451_ccaSettlementSiriusPostBlanks_20563
83	C15H22O5	[M + H]+	C15H22O5	0.9999999999999999	290.70881978431805	290.70881978431805	0.0	59	1.0	0.6270727461178588	0.8488132737494956	1.0193733601091748		283.15429	416.95000648498535	3569_ccaSettlementSiriusPostBlanks_10331
84	C12H18O4	[M + H]+	C12H18O4	0.9999999999999999	290.6196912445442	290.6196912445442	0.0	58	1.0	0.4975763448968608	0.9034361502317497	0.976099373773208		227.12801	414.97401237487793	1389_ccaSettlementSiriusPostBlanks_4076
85	C15H22O3	[M + H]+	C15H22O3	0.9999999999999999	290.3221271506371	286.6243636600903	3.697763490546775	59	0.9739255529581013	0.7679942106605847	1.4266843376512568	-143416.43087383793		251.16422	541.6940116882324	2180_ccaSettlementSiriusPostBlanks_6411
86	C21H30O4	[M + H]+	C21H30O4	0.9999999999999999	290.24882022778917	290.24882022778917	0.0	57	1.0000000000000007	0.25770917372635654	1.7142679273252046	-103740.75311502814		347.22177	646.60400390625	7455_ccaSettlementSiriusPostBlanks_20576
87	C17H20O3	[M + H]+	C17H20O3	0.9999999999999999	288.80040351930836	288.80040351930836	0.0	55	0.9146086956521741	2.5752420379715826	2.7936312935878727	0.4072385972607806		273.14863	389.49700355529785	3024_ccaSettlementSiriusPostBlanks_9009
88	C16H18O4	[M + H]+	C16H18O4	0.9999999999999999	288.71929357963904	288.71929357963904	0.0	47	0.5500628403854211	0.568921701259635	1.0982533641128567	-65462.53726584252		275.12779	277.01199531555176	3093_ccaSettlementSiriusPostBlanks_9234
89	C20H28O8	[M + H]+	C20H28O8	0.9999999999999999	288.69205763095005	288.69205763095005	0.0	60	1.0000000000000002	0.4407688048671415	1.2981633927741139	-45345.57260474729		397.18565	478.59400749206543	10643_ccaSettlementSiriusPostBlanks_29474
90	C15H24O4	[M + H]+	C15H24O4	0.9999999999999999	288.5710739408766	288.5710739408766	0.0	58	0.9868962935230252	0.36193633095474553	0.6187281079548814	0.6851119856100807		269.17492	467.8999900817871	2929_ccaSettlementSiriusPostBlanks_8482
91	C15H22O5	[M + H]+	C15H22O5	0.9999999999999999	288.09748724340085	288.09748724340085	0.0	58	0.9891157989228007	0.25096221094466126	0.9868600611035991	1.1003194519321386		283.15431	481.9690132141113	3559_ccaSettlementSiriusPostBlanks_10319
92	C18H26O4	[M + H]+	C18H26O4	0.9999999999999999	288.0855647451195	288.0855647451195	0.0	57	0.9744379427163539	-0.23142459703662094	0.7544160966040476	0.013008476755000761		307.19039	366.06800079345703	4882_ccaSettlementSiriusPostBlanks_13863
