rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
176	C15H24O4	[M + H]+	C15H24O4	0.9999999999999999	273.0248567830054	273.0248567830054	0.0	57	0.942154255319149	0.721682363454324	1.8418022873016375	-66909.9481405393		269.17483	440.2199935913086	2925_ccaSettlementSiriusPostBlanks_8478
177	C10H20O4	[M + Na]+	C10H20O4	0.9999999999999999	272.97819951803905	272.97819951803905	0.0	47	0.6933577166742865	1.7236353154260506	1.8256972464802697	1.9057804587651002		227.12581	472.8640079498291	1373_ccaSettlementSiriusPostBlanks_4054
178	C17H26O4	[M + H]+	C17H26O4	0.9999999999999999	272.94099989218233	272.94099989218233	0.0	57	0.9737960339943342	0.42618809934451407	1.1911835412101437	-61012.12081869194		295.19074	543.794002532959	4193_ccaSettlementSiriusPostBlanks_12089
179	C13H20O4	[M + H]+	C13H20O4	0.9999999999999999	272.7173472098476	272.7173472098476	0.0	56	0.9837461300309598	1.1047471343768631	1.6108546815595841	0.13355293548469932		241.14347	367.26399421691895	1823_ccaSettlementSiriusPostBlanks_5352
180	C19H26O3	[M + H]+	C19H26O3	0.9999999999999999	272.68184637135045	272.68184637135045	0.0	56	0.9300751879699248	0.1740323113164121	0.8365916626533717	-118803.92981208334		303.19575	585.5260276794434	4617_ccaSettlementSiriusPostBlanks_13292
181	C12H22O6	[M - H4O2 + H]+	C12H18O4	0.9999999999999999	272.673682329264	272.673682329264	0.0	59	0.9953051643192489	0.6915115635784749	0.8421835077436497	-158593.74688102637		227.12786	358.5809898376465	1380_ccaSettlementSiriusPostBlanks_4065
182	C13H20O4	[M + H]+	C13H20O4	0.9999999999999999	272.66711457937606	272.66711457937606	0.0	53	0.929732868757259	1.418033629056199	1.60692969283362	-74687.39838985087		241.14361	341.1189937591553	1831_ccaSettlementSiriusPostBlanks_5360
183	C14H22O4	[M + H]+	C14H22O4	0.9999999999999999	272.57077448577354	272.57077448577354	0.0	54	0.963005869632376	1.231606323687414	1.7285088672195712	0.6774594765129771		255.15926	473.18799018859863	2344_ccaSettlementSiriusPostBlanks_6824
184	C19H28O7	[M + H]+	C19H28O7	0.9999999999999999	272.55632576886387	272.55632576886387	0.0	58	0.9758490566037734	0.5717982612228374	0.8463986039446662	0.9509507381741503		369.19113	392.8100109100342	8895_ccaSettlementSiriusPostBlanks_24517
185	C20H30O6	[M + H]+	C20H30O6	0.9999999999999999	272.5395815740023	272.5395815740023	0.0	59	0.9807355516637474	1.0369591359112549	1.2841137183074307	1.0411740586558569		367.21190	504.42798614501953	8773_ccaSettlementSiriusPostBlanks_24157
186	C14H24O4	[M + Na]+	C14H24O4	0.9999999999999999	272.3754688500827	270.6403151222226	1.7351537278600966	51	0.695637778329609	0.47617542556286996	1.4546491263942862	0.5114852206053732		279.15682	591.8329811096191	3348_ccaSettlementSiriusPostBlanks_9819
187	C22H32O4	[M + H]+	C22H32O4	0.9999999999999999	272.3414277290771	272.3414277290771	0.0	58	0.971339732323915	-0.45535385072371565	2.1011247860827837	-0.26402940887287607		361.23724	568.080997467041	8362_ccaSettlementSiriusPostBlanks_23172
188	C14H16O3	[M + H]+	C14H16O3	0.9999999999999999	272.2291548986285	272.2291548986285	0.0	48	0.5902360944377751	0.046928983700092464	0.7374997823214684	0.9502951960009515		233.11744	547.1450042724609	1509_ccaSettlementSiriusPostBlanks_4630
189	C15H22O6	[M + H]+	C15H22O6	0.9999999999999999	272.17602026998185	272.17602026998185	0.0	56	0.9817470664928297	-0.1914614179124519	1.3625489465269451	-0.43543962056955704		299.14878	319.5699977874756	4381_ccaSettlementSiriusPostBlanks_12589
190	C16H26O3	[M + H]+	C16H26O3	0.9999999999999999	272.1043260390671	272.1043260390671	0.0	53	0.9740777666999002	1.4059789425885307	1.5495809423461961	1.1933723910201162		267.19579	611.9659996032715	2854_ccaSettlementSiriusPostBlanks_8288
191	C17H26O2	[M + H]+	C17H26O2	0.9999999999999999	272.08896349770566	272.08896349770566	0.0	59	0.9893835374053364	0.9484710092865682	1.0084651882581568	-68427.94638472321		263.20083	634.0940093994141	2597_ccaSettlementSiriusPostBlanks_7802
192	C17H24O5	[M + H]+	C17H24O5	0.9999999999999999	271.95387669810583	271.95387669810583	0.0	58	0.9999999999999998	-0.03445937579778163	1.3658859092171787	0.9122357148110299		309.16993	342.6609992980957	5011_ccaSettlementSiriusPostBlanks_14124
193	C15H22O6	[M + H]+	C15H22O6	0.9999999999999999	271.95082745330495	271.95082745330495	0.0	56	0.9817470664928297	-0.09125028255012735	1.3625489465269451	0.457444826633726		299.14905	319.05999183654785	4379_ccaSettlementSiriusPostBlanks_12586
194	C13H18O5	[M + H]+	C13H18O5	0.9999999999999999	271.94124353102706	271.2025282529918	0.738715278035297	53	0.9673469387755099	0.3750810781570887	1.0135334778620926	-70594.83968074077		255.12290	426.8649959564209	2324_ccaSettlementSiriusPostBlanks_6759
195	C14H18O4	[M + Na]+	C14H18O4	0.9999999999999999	271.9006344808292	271.9006344808292	0.0	51	0.8588235294117643	2.9116370047715905	2.9116370047715905	9.186701462443601		273.11224	287.3139953613281	3008_ccaSettlementSiriusPostBlanks_8959
196	C13H20O3	[M + H]+	C13H20O3	0.9999999999999999	271.75591961811887	271.75591961811887	0.0	59	1.0	0.7520554923084285	0.936526980872531	0.8010669444015066		225.14870	391.8970012664795	1328_ccaSettlementSiriusPostBlanks_3899
197	C18H26O5	[M + H]+	C18H26O5	0.9999999999999999	271.69442069141286	271.69442069141286	0.0	58	0.9899159663865544	-0.6184250274934409	0.9181088556365824	-0.047393849767636304		323.18529	515.5820274353027	5941_ccaSettlementSiriusPostBlanks_16370
198	C13H20O3	[M + H]+	C13H20O3	0.9999999999999999	271.67667485306566	271.67667485306566	0.0	58	0.9801165581076449	1.9793763523210344	1.9793763523210344	0.7314786645544024		225.14869	378.77099990844727	1323_ccaSettlementSiriusPostBlanks_3894
199	C18H26O5	[M + H]+	C18H26O5	0.9999999999999999	271.3767631262649	271.3767631262649	0.0	59	0.9898218829516542	-0.7551796879796909	1.0339372911033977	-55729.46988917731		323.18494	505.414981842041	5943_ccaSettlementSiriusPostBlanks_16372
200	C19H28O3	[M + H]+	C19H28O3	0.9999999999999999	271.3409228643094	271.3409228643094	0.0	57	0.9728014505893022	0.43387394528441053	0.9530857714690264	0.5626739257339339		305.21129	540.0209999084473	4745_ccaSettlementSiriusPostBlanks_13595
201	C13H20O3	[M + H]+	C13H20O3	0.9999999999999999	271.0690865957557	271.0690865957557	0.0	56	0.9766312594840667	0.9061375097433495	1.1676884882795173	0.8544566873033732		225.14871	488.1539726257324	1337_ccaSettlementSiriusPostBlanks_3909
202	C19H28O6	[M + H]+	C19H28O6	0.9999999999999999	271.06007041420924	271.06007041420924	0.0	56	0.9999999999999996	-0.2605916708498184	0.4795027183722614	0.4694450371808341		353.19603	490.0590133666992	7930_ccaSettlementSiriusPostBlanks_21587
203	C19H26O8	[M + H]+	C19H26O8	0.9999999999999999	271.0360750489557	271.0360750489557	0.0	55	0.9339525283797733	0.3339575600010967	1.0343615959802073	0.9670757000851218		383.17041	383.95299911499023	9775_ccaSettlementSiriusPostBlanks_26956
204	C18H26O4	[M + H]+	C18H26O4	0.9999999999999999	271.02924165555595	271.02924165555595	0.0	57	0.9910536779324054	-0.1690587701471895	1.2187103502501795	0.3319520659015789		307.19049	578.0790138244629	4899_ccaSettlementSiriusPostBlanks_13881
205	C21H32O3	[M + H]+	C21H32O3	0.9999999999999999	270.9180533794763	270.9180533794763	0.0	59	1.0	-0.41572458704647264	0.8362190965084413	0.9158556859372348		333.24273	624.320011138916	6572_ccaSettlementSiriusPostBlanks_18084
206	C19H32O4	[M + H]+	C19H32O4	0.9999999999999999	270.82371048660855	270.82371048660855	0.0	52	0.9219803996436308	1.9929195771536052	2.117346036234926	1.315612039032095		325.23776	623.0379867553711	6126_ccaSettlementSiriusPostBlanks_16759
207	C12H18O3	[M + H]+	C12H18O3	0.9999999999999999	270.79953843226946	270.79953843226946	0.0	56	0.9675998741742687	1.919857456512685	2.1983650621172672	-85304.51176212229		211.13285	394.37999725341797	949_ccaSettlementSiriusPostBlanks_2821
208	C14H16O5	[M + H]+	C14H16O5	0.9999999999999999	270.6519516136377	270.6519516136377	0.0	41	0.642384105960265	1.558252226928015	3.5634234453533615	0.38888086895639734		265.10715	243.20300102233887	2636_ccaSettlementSiriusPostBlanks_7910
209	C14H16O6	[M + H]+	C14H16O6	0.9999999999999999	270.5803927884792	270.5803927884792	0.0	55	0.8798639969777112	0.1474457831957237	0.7520554923084285	-7.781757153821715		281.09978	350.61498641967773	3425_ccaSettlementSiriusPostBlanks_10007
210	C19H26O8	[M + H]+	C19H26O8	0.9999999999999999	270.54982730698066	270.54982730698066	0.0	54	0.9742388758782203	0.6352527396517951	0.8253861320367911	0.5192819056778814		383.17024	434.5210075378418	9779_ccaSettlementSiriusPostBlanks_26962
211	C18H26O4	[M + H]+	C18H26O4	0.9999999999999999	270.52972315249065	270.52972315249065	0.0	56	0.9519317160826597	-0.6134040519535949	1.1733467078143378	-117259.33126932736		307.19056	382.2429943084717	4887_ccaSettlementSiriusPostBlanks_13868
212	C20H28O4	[M + H]+	C20H28O4	0.9999999999999999	270.51157897561137	267.7471689070108	2.764410068600588	58	1.0000000000000002	0.1474457831957237	0.5883153055416368	-108104.18806806023		333.20618	437.55998611450195	6546_ccaSettlementSiriusPostBlanks_18047
213	C14H20O4	[M + H]+	C14H20O4	0.9999999999999999	270.34953938648187	267.88485531242213	2.4646840740597575	58	0.9889543446244474	0.7280125816524238	0.7520554923084285	-71146.97672033637		253.14360	436.81800842285156	2270_ccaSettlementSiriusPostBlanks_6592
214	C20H28O5	[M + H]+	C20H28O5	0.9999999999999999	270.06876232919757	270.06876232919757	0.0	58	0.987634299614839	-0.2605916708498184	0.6402859096513196	0.9902299729913304		349.20130	501.0599899291992	7588_ccaSettlementSiriusPostBlanks_20872
215	C13H18O	[M + H]+	C13H18O	0.9999999999999999	269.9055575918771	269.9055575918771	0.0	40	0.6788793103448275	1.1843229171499075	2.9213384840004166	1.4866940099152663		191.14333	483.4490203857422	425_ccaSettlementSiriusPostBlanks_1535
216	C14H22O3	[M + H]+	C14H22O3	0.9999999999999999	269.4778199506103	269.4778199506103	0.0	58	0.9845181674565562	1.6487173359785334	2.576167106138124	-0.30816289001883956		239.16410	448.3479881286621	1761_ccaSettlementSiriusPostBlanks_5209
217	C21H32O4	[M + H]+	C21H32O4	0.9999999999999999	269.45686193047544	269.45686193047544	0.0	57	1.0	0.47617542556286996	0.9345159461772672	0.7206490306966115		349.23759	606.1370086669922	7621_ccaSettlementSiriusPostBlanks_20924
218	C17H24O4	[M + H]+	C17H24O4	0.9999999999999999	269.4240488029686	269.4240488029686	0.0	55	0.9268947015425887	0.12197533238595579	2.195065182500316	-122864.29309324661		293.17511	409.66601371765137	4041_ccaSettlementSiriusPostBlanks_11731
219	C18H26O3	[M + H]+	C18H26O3	0.9999999999999999	269.2732897258011	269.2732897258011	0.0	56	0.9724689165186505	0.6205856946642633	1.6035214249900043	0.7102740933943337		291.19568	547.1389961242676	3913_ccaSettlementSiriusPostBlanks_11489
220	C20H32O4	[M + H]+	C20H32O4	0.9999999999999999	269.21886791334583	269.21886791334583	0.0	57	0.9656387665198242	0.1912772910176615	1.3088615698157275	0.23638736625655193		337.23742	558.5299873352051	6883_ccaSettlementSiriusPostBlanks_18750
221	C16H22O7	[M + H]+	C16H22O7	0.9999999999999999	269.1732267511818	269.1732267511818	0.0	60	0.9876905041031654	0.14549635697748597	0.9548868967870523	-110108.15081555117		327.14376	410.6950092315674	6212_ccaSettlementSiriusPostBlanks_16981
222	C20H26O4	[M + H]+	C20H26O4	0.9999999999999999	268.95592066199674	265.4333482994731	3.522572362523657	59	1.0000000000000002	-0.3680161014693199	0.5864188971819309	0.20021910855254085		331.19045	540.1689720153809	6400_ccaSettlementSiriusPostBlanks_17640
223	C14H24O3	[M + H]+	C14H24O3	0.9999999999999999	268.87521845796726	268.87521845796726	0.0	55	0.9414268256710631	0.7233979031347555	1.738811860880289	-74677.01093059142		241.17980	585.9289741516113	1851_ccaSettlementSiriusPostBlanks_5408
224	C12H18O2	[M + H]+	C12H18O2	0.9999999999999999	268.8663784300451	268.8663784300451	0.0	56	0.9535657456965142	2.830162072609611	2.9620482712954095	-184591.38048867031		195.13825	498.197021484375	558_ccaSettlementSiriusPostBlanks_1816
225	C15H20O6	[M + H]+	C15H20O6	0.9999999999999999	268.8268726537294	268.8268726537294	0.0	55	0.9354197714853452	-0.08932884623016125	0.7793655836880959	-0.25039908032167607		297.13319	401.89398765563965	4288_ccaSettlementSiriusPostBlanks_12295
226	C16H22O5	[M + H]+	C16H22O5	0.9999999999999999	268.799714315033	267.16894484473136	1.6307694703016127	59	0.9897735573411247	0.8523179615764538	1.837518533920757	-61019.83588867447		295.15430	461.62699699401855	4176_ccaSettlementSiriusPostBlanks_12030
227	C17H28O3	[M + H]+	C17H28O3	0.9999999999999999	268.76279082477623	268.76279082477623	0.0	58	0.9943971313312417	0.19257841239402812	0.7902989484761967	0.38278235864789323		281.21123	680.8249855041504	3490_ccaSettlementSiriusPostBlanks_10145
228	C21H33NO8	[M + H]+	C21H33NO8	0.9999999999999999	268.7285556851788	268.7285556851788	0.0	48	0.6997515930446052	0.5460116351583747	2.4884047018474322	0.9024041625764735		428.22828	465.7269859313965	12198_ccaSettlementSiriusPostBlanks_34403
229	C16H22O7	[M + H]+	C16H22O7	0.9999999999999999	268.5453766939884	268.5453766939884	0.0	54	0.9267857142857143	-0.492923955593981	2.079896458513586	0.6427551479308761		327.14404	326.1090087890625	6199_ccaSettlementSiriusPostBlanks_16964
230	C13H20O3	[M + H]+	C13H20O3	0.9999999999999999	268.49622594490523	266.183046630915	2.3131793139902754	56	0.9732099366780325	0.42719281062911746	1.5026181368277547	-159987.26611749528		225.14872	472.90600776672363	1340_ccaSettlementSiriusPostBlanks_3912
231	C19H28O7	[M + H]+	C19H28O7	0.9999999999999999	268.3789337951909	268.3789337951909	0.0	59	0.9871580122836404	0.05303610374954116	0.6370594113876223	1.0992897359017637		369.19119	474.16099548339844	8904_ccaSettlementSiriusPostBlanks_24529
232	C14H22O3	[M + H]+	C14H22O3	0.9999999999999999	268.3274156540333	268.3274156540333	0.0	54	0.962784728906	0.9861324963998503	1.6978273559121018	-0.6910915134675315		239.16401	641.5120124816895	1773_ccaSettlementSiriusPostBlanks_5224
233	C20H30O4	[M + H]+	C20H30O4	0.9999999999999999	268.2686822997156	268.2686822997156	0.0	58	0.9842468001312765	-0.41572458704647264	1.125620400453538	-53727.74811152965		335.22155	566.7180061340332	6724_ccaSettlementSiriusPostBlanks_18399
234	C18H26O7	[M + H]+	C18H26O7	0.9999999999999999	268.0404058396721	268.0404058396721	0.0	53	0.9689922480620154	0.8664804389185794	1.299821609432645	-50707.965266503015		355.17547	424.35399055480957	8057_ccaSettlementSiriusPostBlanks_21940
235	C13H20O4	[M + H]+	C13H20O4	0.9999999999999999	268.0346740843134	268.0346740843134	0.0	58	0.9999999999999996	0.32776430810369206	0.9294796599456912	0.16220683267914052		241.14347	367.26399421691895	1828_ccaSettlementSiriusPostBlanks_5357
236	C16H22O5	[M + H]+	C16H22O5	0.9999999999999999	268.03046076030796	265.9383253706816	2.092135389626361	55	0.9999999999999998	0.007017063386012851	0.7525471027919373	-61019.28074039918		295.15445	478.20499420166016	4175_ccaSettlementSiriusPostBlanks_12029
237	C19H28O4	[M + H]+	C19H28O4	0.9999999999999999	267.99211354256056	267.99211354256056	0.0	57	0.9510489510489515	-0.024567008306667467	1.3344296818130303	-112142.13504841038		321.20639	567.3759841918945	5804_ccaSettlementSiriusPostBlanks_16078
238	C15H24O3	[M + H]+	C15H24O3	0.9999999999999999	267.9093955268896	267.9093955268896	0.0	54	0.9034556465977915	0.9747412495469551	1.1527135703045266	-0.13569125623840722		253.17979	651.1930274963379	2285_ccaSettlementSiriusPostBlanks_6628
239	C19H26O7	[M + H]+	C19H26O7	0.9999999999999999	267.89484200384953	267.89484200384953	0.0	59	1.0	0.05267337375425007	0.4891443184640057	0.19020029172176023		367.17520	471.4829921722412	8759_ccaSettlementSiriusPostBlanks_24125
240	C16H24O5	[M + H]+	C16H24O5	0.9999999999999999	267.84658409843973	267.84658409843973	0.0	50	0.8534739118680724	1.7582722238378667	2.02489344385259	0.7361723025429586		297.16987	379.52799797058105	4307_ccaSettlementSiriusPostBlanks_12322
241	C17H28O3	[M + H]+	C17H28O3	0.9999999999999999	267.8285054014872	267.8285054014872	0.0	58	1.0000000000000004	0.33505138348288915	0.768016575903897	0.32368482306070445		281.21121	677.7359962463379	3491_ccaSettlementSiriusPostBlanks_10146
242	C19H28O4	[M + H]+	C19H28O4	0.9999999999999999	267.8058239373119	267.8058239373119	0.0	57	0.9999999999999998	0.037382875041668366	0.7748672901125979	0.5545850032091164		321.20621	543.882007598877	5800_ccaSettlementSiriusPostBlanks_16072
243	C18H26O7	[M + H]+	C18H26O7	0.9999999999999999	267.6231384649462	267.6231384649462	0.0	56	0.9861111111111109	-0.23010904760589934	0.737307932463787	-50707.94009114001		355.17548	435.7759952545166	8055_ccaSettlementSiriusPostBlanks_21938
244	C19H22O4	[M + H]+	C19H22O4	0.9999999999999999	267.5981631327943	266.74042077194196	0.8577423608523257	57	0.9098621420996817	1.8494843852711855	2.4502940453304416	-114294.69907271766		315.15919	406.36799812316895	5361_ccaSettlementSiriusPostBlanks_15064
245	C18H22O5	[M + H]+	C18H22O5	0.9999999999999999	267.5808015632164	267.5808015632164	0.0	56	0.8974559686888454	0.1402497119937935	1.5849351533729363	-56431.18231994536		319.15431	318.7639904022217	5587_ccaSettlementSiriusPostBlanks_15699
246	C17H24O8	[M + H3N + H]+	C17H27NO8	0.9999999999999999	267.16286555637896	267.16286555637896	0.0	49	0.670296430732002	0.1133528425353311	1.579512372879704	-0.08388422641662621		374.18091	272.6959991455078	9134_ccaSettlementSiriusPostBlanks_25389
247	C20H28O8	[M + H]+	C20H28O8	0.9999999999999999	267.1153845526465	267.1153845526465	0.0	56	0.9336419753086419	-0.39652809006145656	1.1432994008503772	0.29652795206554416		397.18581	407.1229934692383	10636_ccaSettlementSiriusPostBlanks_29467
248	C19H28O7	[M + H]+	C19H28O7	0.9999999999999999	267.06916695555174	267.06916695555174	0.0	59	0.9672404219877844	0.05303610374954116	0.7959338917398694	0.9616855887113346		369.19113	441.8379878997803	8899_ccaSettlementSiriusPostBlanks_24523
249	C19H28O3	[M + H]+	C19H28O3	0.9999999999999999	267.0246722431456	267.0246722431456	0.0	54	0.9635879218472465	0.3572145644246496	0.8439136581283331	0.833227734384476		305.21138	557.0769882202148	4751_ccaSettlementSiriusPostBlanks_13603
250	C17H26O4	[M + H]+	C17H26O4	0.9999999999999999	266.82691927644123	261.041423233288	5.785496043153209	60	0.9999999999999994	0.6737831772355034	1.4546491263942862	-122026.70875624601		295.19040	570.5770111083984	4198_ccaSettlementSiriusPostBlanks_12097
251	C18H32O5	[M - H2O + H]+	C18H30O4	0.9999999999999999	266.7318117275917	266.3351794113939	0.39663231619783	60	0.992131209708001	2.469890689075183	2.7861179974560395	-57869.6927041346		311.22193	626.5060043334961	5194_ccaSettlementSiriusPostBlanks_14511
252	C15H20O7	[M + H]+	C15H20O7	0.9999999999999999	266.70766135835726	266.70766135835726	0.0	58	0.9683823529411768	-0.28759407346353755	0.9372198185456815	-57517.2760667693		313.12845	356.185998916626	5258_ccaSettlementSiriusPostBlanks_14699
253	C16H18O8	[M + H]+	C16H18O8	0.9999999999999999	266.66881595780166	266.66881595780166	0.0	45	0.5999999999999999	0.7082968638025814	1.683784878296946	1.069462558873004		339.10781	231.34999752044678	6932_ccaSettlementSiriusPostBlanks_18910
254	C15H22O3	[M + H]+	C15H22O3	0.9999999999999999	266.5835229352381	266.5835229352381	0.0	58	0.982248520710059	0.4968831552129064	0.6770693393338216	-143415.68415003482		251.16439	506.89098358154297	2175_ccaSettlementSiriusPostBlanks_6406
255	C15H20O5	[M + H]+	C15H20O5	0.9999999999999999	266.5174495750867	266.5174495750867	0.0	57	0.9065249266862173	1.4205087254577446	2.294378586484465	-64062.55774411915		281.13847	294.6209907531738	3432_ccaSettlementSiriusPostBlanks_10027
256	C14H20O4	[M + H]+	C14H20O4	0.9999999999999999	266.3903686057665	266.3903686057665	0.0	60	1.0000000000000002	0.48568115073256013	0.7687596926959951	-142294.5442009964		253.14361	436.81800842285156	2273_ccaSettlementSiriusPostBlanks_6596
257	C15H26O2	[M + H]+	C15H26O2	0.9999999999999999	266.3814827601534	266.3814827601534	0.0	55	0.9844863731656186	1.7901736040632281	1.7901736040632281	-150588.2715121912		239.20084	615.9090042114258	1786_ccaSettlementSiriusPostBlanks_5246
258	C18H30O4	[M + H]+	C18H30O4	0.9999999999999999	266.3351794113939	266.3351794113939	0.0	60	0.992131209708001	2.469890689075183	2.7861179974560395	-57869.61691689314		311.22196	626.5060043334961	5195_ccaSettlementSiriusPostBlanks_14512
259	C16H24O5	[M + H]+	C16H24O5	0.9999999999999999	266.31888935691774	266.31888935691774	0.0	57	0.982052720134604	0.5809938829977267	0.8401924605180018	0.7724942133062705		297.16988	523.6079978942871	4304_ccaSettlementSiriusPostBlanks_12317
260	C19H28O4	[M + H]+	C19H28O4	0.9999999999999999	266.2937518964624	266.2937518964624	0.0	55	0.9772129710780014	-0.18710554553457387	0.7239521983825334	0.15015371900024274		321.20608	519.7460174560547	5792_ccaSettlementSiriusPostBlanks_16061
261	C14H22O5	[M + H]+	C14H22O5	0.9999999999999999	266.2547433320267	266.2547433320267	0.0	56	0.930595269040811	1.2847656271969625	1.4505867887723585	0.7393303758232007		271.15420	426.8649959564209	2971_ccaSettlementSiriusPostBlanks_8736
262	C20H28O6	[M + H]+	C20H28O6	0.9999999999999999	266.0877720558391	266.0877720558391	0.0	56	0.9356890459363957	0.9974759104991775	1.0878781617329467	-98633.77461097199		365.19630	435.7789993286133	8630_ccaSettlementSiriusPostBlanks_23817
263	C13H20O5	[M + H]+	C13H20O5	0.9999999999999999	266.0198587509299	266.0198587509299	0.0	57	0.9877575395640495	1.2703157050130538	1.3794192593809913	-70041.5858529992		257.13852	394.4260025024414	2375_ccaSettlementSiriusPostBlanks_7050
264	C20H26O4	[M + H]+	C20H26O4	0.9999999999999999	265.9877644349558	265.9877644349558	0.0	59	0.9999999999999997	-0.51776009882112	0.7107576380422715	-0.7116174105682734		331.19015	521.8120193481445	6399_ccaSettlementSiriusPostBlanks_17639
265	C11H18O3	[M + H]+	C11H18O3	0.9999999999999999	265.93394345192854	265.93394345192854	0.0	55	0.9864636209813873	2.416976736618888	2.416976736618888	1.1653740117995814		199.13310	388.24999809265137	623_ccaSettlementSiriusPostBlanks_2037
266	C15H24O3	[M + H]+	C15H24O3	0.9999999999999999	265.7188841341963	265.7188841341963	0.0	55	0.9837491416800178	0.15446605846745187	0.9329817697937008	1.1309306492536797		253.18011	520.3660011291504	2278_ccaSettlementSiriusPostBlanks_6615
267	C17H24O4	[M + H]+	C17H24O4	0.9999999999999999	265.6976825934469	265.6976825934469	0.0	60	1.0000000000000004	1.1419928279862914	1.6150053977670022	-61432.878470283584		293.17473	448.1809902191162	4051_ccaSettlementSiriusPostBlanks_11743
267	C17H24O4	[M + H]+	C17H24O4	0.9999999999999999	265.67651861491	265.67651861491	0.0	60	1.0000000000000004	1.1419928279862914	1.6150053977670022	-61432.157424151635		293.17493	432.0069980621338	4047_ccaSettlementSiriusPostBlanks_11739
268	C21H28O4	[M + H]+	C21H28O4	0.9999999999999999	265.6664834236927	265.6664834236927	0.0	58	0.9892229154849687	0.37014345126671155	1.1853721801861792	0.37501372018437434		345.20617	634.7539901733398	7331_ccaSettlementSiriusPostBlanks_20190
269	C18H26O6	[M + H]+	C18H26O6	0.9999999999999999	265.6353182663433	265.6353182663433	0.0	55	0.9999999999999992	0.1912772910176615	1.125620400453538	1.20722371600441		339.18062	398.1689929962158	6997_ccaSettlementSiriusPostBlanks_18998
270	C21H28O4	[M + H]+	C21H28O4	0.9999999999999999	265.5651960672528	265.5651960672528	0.0	58	0.9892229154849687	0.37014345126671155	1.1853721801861792	0.7668485869969348		345.20630	631.746997833252	7332_ccaSettlementSiriusPostBlanks_20191
271	C17H26O5	[M + H]+	C17H26O5	0.9999999999999999	265.5564152635305	265.5564152635305	0.0	58	0.9999999999999998	0.6270727461178588	1.6257734434519189	-57876.490588488676		311.18554	430.6299877166748	5185_ccaSettlementSiriusPostBlanks_14473
272	C14H20O5	[M + H]+	C14H20O5	0.9999999999999999	265.266828987685	265.266828987685	0.0	59	0.9999999999999997	-0.03431055518628905	0.9281757038324466	0.8266738046907657		269.13857	351.1160087585449	2904_ccaSettlementSiriusPostBlanks_8428
273	C17H24O5	[M + H]+	C17H24O5	0.9999999999999999	265.2540517748972	265.2540517748972	0.0	59	1.0000000000000004	-0.1357185457875174	0.7415996832633868	0.46782199608194497		309.16979	414.98600006103516	5022_ccaSettlementSiriusPostBlanks_14136
274	C19H26O8	[M + H]+	C19H26O8	0.9999999999999999	265.24763175520053	265.24763175520053	0.0	54	0.9869331283627979	0.28172179308989115	0.704139030153131	0.18339007147313366		383.17011	444.9070072174072	9778_ccaSettlementSiriusPostBlanks_26961
275	C20H28O6	[M + H]+	C20H28O6	0.9999999999999999	265.22093316709646	265.22093316709646	0.0	57	0.9999999999999992	-0.02707763731023075	0.9919434183852222	1.1769293458170638		365.19629	449.54100608825684	8629_ccaSettlementSiriusPostBlanks_23816
276	C16H24O4	[M + H]+	C16H24O4	0.9999999999999999	265.01381910159046	261.38275072583866	3.631068375751798	55	1.0000000000000002	0.2786557316694597	1.2652168442510279	-64053.596227667476		281.17503	414.3519973754883	3479_ccaSettlementSiriusPostBlanks_10093
277	C18H26O4	[M + H]+	C18H26O4	0.9999999999999999	264.7408633306503	264.7408633306503	0.0	57	0.9427559752139271	-0.19354116750255085	0.6061981901834698	-117260.2286363457		307.19031	379.09000396728516	4886_ccaSettlementSiriusPostBlanks_13867
278	C16H22O6	[M + H]+	C16H22O6	0.9999999999999999	264.591617550603	264.591617550603	0.0	54	0.9385749385749386	0.42894256991142765	1.3593224627645388	0.7438071649853983		311.14915	357.75898933410645	5142_ccaSettlementSiriusPostBlanks_14407
279	C17H22O3	[M + H]+	C17H22O3	0.9999999999999999	264.57497991681504	264.57497991681504	0.0	58	0.9896288209606989	0.23125049983562762	0.800080490258885	0.5854452476163421		275.16433	613.6439895629883	3126_ccaSettlementSiriusPostBlanks_9297
280	C13H18O4	[M + H]+	C13H18O4	0.9999999999999999	264.5619292440068	264.5619292440068	0.0	55	0.9794000722804479	-0.11428880162295893	1.1202691321349507	0.672607069556299		239.12795	423.09900283813477	1743_ccaSettlementSiriusPostBlanks_5174
281	C14H22O3	[M + H]+	C14H22O3	0.9999999999999999	264.5051684703596	264.5051684703596	0.0	58	0.9942131169349473	0.11353420753297663	0.876808191399276	0.6966504446562969		239.16434	547.1450042724609	1766_ccaSettlementSiriusPostBlanks_5216
282	C20H28O4	[M + H]+	C20H28O4	0.9999999999999999	264.4274681712674	264.4274681712674	0.0	57	0.9880459770114942	-0.1759536497318674	0.6943696431757644	-54051.59087151729		333.20627	562.0400047302246	6560_ccaSettlementSiriusPostBlanks_18061
