featureNumber,network,superclass,class,subclass,Compound_Name,FSW,PPL,size
2892,12968,Unknown,NA,NA,Massbank:LU130202 N-Ethyl-4-menthane-3-carboxamide|N-Ethyl-p-menthane-3-carboxamide|N-ethyl-5-methyl-2-propan-2-ylcyclohexane-1-carboxamide,74357.025,193752.77333333332,5.287247927615732
2949,10110,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,60272.904500000004,399388.81,5.601395892724639
2950,10110,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,1041215.05,4798753.833333333,6.681128472048066
2951,10110,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,35862.231999999996,212661.41666666666,5.327688702649586
2952,6406,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,21341.2675,162159.77333333332,5.209943128629258
2969,2425,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,57310.7785,134923.17333333334,5.130086547051325
3067,5096,Organic acids and derivatives,NA,NA,NA,73541.53749999999,318254.32666666666,5.5027743165980745
3068,5096,Organic acids and derivatives,NA,NA,NA,16863.90635,63253.577,4.801085089965428
3069,5096,Organic acids and derivatives,NA,NA,NA,134441.31,260051.32466666665,5.4150590703544905
3072,5096,Organic acids and derivatives,NA,NA,NA,16428.8125,107774.95999999999,5.032517870340285
3103,126,Lipids and lipid-like molecules,NA,NA,NA,93653.694,52424.12,4.719531149059142
3104,126,Lipids and lipid-like molecules,NA,NA,NA,85694.16200000001,125156.00666666665,5.097451697728402
3112,126,Lipids and lipid-like molecules,NA,NA,NA,47724.966499999995,33933.62633333333,4.530630273214294
3116,126,Lipids and lipid-like molecules,NA,NA,NA,21494.761,73597.48066666667,4.866862948151476
3119,702,Unknown,NA,NA,Isoalantolactone,29774.858500000002,193335.41,5.286311403739984
3120,12279,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Isoalantolactone,92495.37299999999,275371.56,5.439919084893824
3122,12279,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Isoalantolactone,48747.26,89565.87666666666,4.952142581112608
3131,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,14434.6403,430440.0966666667,5.633912720255873
3132,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,40349.3465,1032766.9433333332,6.014002328640936
3133,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,508.200865,74201.25,4.870411221499104
3134,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,109227.20999999999,3871870.1666666665,6.587920785917967
3135,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,44041.8995,1556692.4,6.192202805130579
3136,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,32669.402,1539115.7333333332,6.187271277699095
3137,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,14590.961000000001,1056090.4066666667,6.023701097587805
3138,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,4298.07075,465330.01666666666,5.667761068119417
3379,4155,Unknown,NA,NA,NA,67275.70999999999,58782.16533333334,4.76924557995023
3391,4155,Unknown,NA,NA,NA,77821.3465,109207.75333333334,5.038253472712583
3394,4155,Unknown,NA,NA,NA,74074.975,86911.16666666667,4.939075579787592
3399,4155,Unknown,NA,NA,NA,71107.34,121890.00666666667,5.0859681007994295
3400,4155,Unknown,NA,NA,NA,90541.4075,223839.72333333333,5.349937160358613
3401,4155,Unknown,NA,NA,NA,102529.572,366634.0466666667,5.56423279230348
3516,1885,Lipids and lipid-like molecules,NA,NA,NA,33006.89,47277.067,4.674650525715278
3563,1885,Lipids and lipid-like molecules,NA,NA,NA,60861.273,120418.65166666667,5.080693760082516
3567,142,Lipids and lipid-like molecules,Prenol lipids,NA,NA,215909.055,667146.28,5.824221068746522
3569,1885,Lipids and lipid-like molecules,NA,NA,NA,138219.775,287004.4866666667,5.457888686000002
3583,142,Lipids and lipid-like molecules,Prenol lipids,NA,NA,263184.7,1075233.32,6.031502714106254
3608,1508,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,NA,54122.587,166651.956,5.221810415356413
3623,6840,Organoheterocyclic compounds,Benzodioxoles,NA,NA,39570.7835,69637.21233333333,4.842841377429747
3624,6840,Organoheterocyclic compounds,Benzodioxoles,NA,NA,148872.17,294114.0333333333,5.468515746893429
3667,259,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,MassbankEU:SM823305 Monoisobutyl phthalate|Isobutyl hydrogen phthalate|2-(2-methylpropoxycarbonyl)benzoic acid,39283.9745,52707.64366666666,4.721873601199999
3670,259,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,MassbankEU:SM823305 Monoisobutyl phthalate|Isobutyl hydrogen phthalate|2-(2-methylpropoxycarbonyl)benzoic acid,100306.07750000001,149110.96,5.1735095662738315
3735,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,45871.604,70607.60399999999,4.848851474386242
3736,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,45349.122,112945.78533333333,5.052870029496067
3767,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,43081.422999999995,123229.80333333334,5.090715755376204
3770,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,50037.034,155558.82333333333,5.191894649429311
3771,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,34857.9415,128568.13666666667,5.10913334973548
3774,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,50593.482,136823.86333333334,5.136161848920433
3775,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,124941.6625,234775.83333333334,5.370653390743653
3959,3517,Organoheterocyclic compounds,Quinolines and derivatives,NA,NA,48868.72,261764.17,5.417910200517988
4054,12719,Organoheterocyclic compounds,NA,NA,NA,151261.245,266831.7766666667,5.426237547917734
4073,12719,Organoheterocyclic compounds,NA,NA,NA,114564.198,357273.85333333333,5.553001234034633
4075,12719,Organoheterocyclic compounds,NA,NA,NA,368454.91000000003,278020.3433333333,5.444076575321546
4086,7966,Lipids and lipid-like molecules,Prenol lipids,NA,NA,25272.998199999998,888452.8433333334,5.948634381580131
4088,7966,Lipids and lipid-like molecules,Prenol lipids,NA,NA,34879.62,1589506.6333333333,6.2012623446534665
4089,7966,Lipids and lipid-like molecules,Prenol lipids,NA,NA,43115.881,624784.8733333333,5.795730506292758
4160,2582,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,48425.07399999999,128426.09666666666,5.108653282975299
4228,5096,Organic acids and derivatives,NA,NA,NA,32266.042,176383.55333333334,5.246458087430866
4260,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,60889.1885,63697.40633333333,4.8041217488494175
4268,3695,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-Prolyl-L-isoleucine,160580.23,652385.2866666666,5.814504157776679
4314,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,6373.7575,191271.07666666666,5.281649302522066
4316,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,8211.90135,675016.5,5.82931438878861
4317,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,31887.405000000002,791730.4533333334,5.898577350080877
4318,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,135491,2413823.2666666666,6.382705469107961
4319,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,38147.523499999996,2377331.5666666664,6.3760897570464685
4320,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,40445.935,2339681.3333333335,6.369156710145508
4339,10315,Unknown,NA,NA,NA,12078.464,44832.33466666667,4.651591355561072
4342,10315,Unknown,NA,NA,NA,215770.485,193500.80333333334,5.286682772365316
4618,583,Lipids and lipid-like molecules,NA,NA,NA,114911.497,37670.841,4.57600531591822
4637,583,Lipids and lipid-like molecules,NA,NA,NA,80361.5925,65707.634,4.817615829399558
4638,583,Lipids and lipid-like molecules,NA,NA,NA,63263.664000000004,74732.86133333333,4.873511610618113
4639,1084,Unknown,NA,NA,NA,23421.055500000002,151903.71,5.181568380925668
4666,583,Lipids and lipid-like molecules,NA,NA,NA,63930.534999999996,59611.344,4.775328913562469
4675,1084,Unknown,NA,NA,NA,113708.67,215990.53666666665,5.334434723542227
4680,583,Lipids and lipid-like molecules,NA,NA,NA,509431.655,1468924.7,6.166999533562437
4681,583,Lipids and lipid-like molecules,NA,NA,NA,26706.8925,89258.24,4.950648319141034
4809,8085,Organoheterocyclic compounds,Heteroaromatic compounds,NA,NA,33790.424,68115.47366666666,4.833245780997818
4811,8085,Organoheterocyclic compounds,Heteroaromatic compounds,NA,NA,188115.603,393860.3433333333,5.595342255146472
4813,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,57386.456999999995,79920.82333333333,4.902659949283011
4839,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,115898.41,209562.44666666666,5.321313460245605
4841,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,90871.6215,398775.34,5.600728293990026
5035,9321,Lipids and lipid-like molecules,Prenol lipids,NA,NA,23332.4,52345.323000000004,4.718877883989422
5049,9321,Lipids and lipid-like molecules,Prenol lipids,NA,NA,73628.85,105187.90066666667,5.02196578757531
5070,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,"Massbank:AC000103 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",34470.146,92661.48333333334,4.966899248147788
5075,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,"Massbank:AC000103 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",98515.11499999999,152061.33666666667,5.182018803751721
5079,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,"Massbank:AC000102 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",136739.18,489530.73333333334,5.6897799625295304
5080,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,"Massbank:AC000102 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",151815.515,310184.69,5.4916203582338525
5081,3317,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,"Massbank:AC000103 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",277243.145,501921.2033333333,5.7006355425562525
5178,621,Unknown,NA,NA,NA,265463.405,912443.2666666666,5.960205870674174
5179,621,Unknown,NA,NA,NA,114232.44,24681514.666666668,7.392371808164705
5224,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,49495.4735,99104.13433333334,4.9960917723530915
5226,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,56220.369999999995,69578.701,4.842476316423669
5229,954,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,53622.0435,63197.024,4.800696627478442
5239,954,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Massbank:AC000098 Culmorin,51287.68,102149.36333333333,5.0092356641482825
5242,954,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Massbank:AC000098 Culmorin,45572.398,126279.17333333334,5.101331730189242
5243,954,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Massbank:AC000098 Culmorin,45377.496,155174.66333333333,5.190820811813941
5244,954,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,113914.215,213309.988,5.329011191275631
5389,261,Lipids and lipid-like molecules,Prenol lipids,NA,NA,78644.80099999999,619073.4166666666,5.791742155583171
5391,261,Lipids and lipid-like molecules,Prenol lipids,NA,NA,19739.284,2097223.533333333,6.32164472236777
5399,261,Lipids and lipid-like molecules,Prenol lipids,NA,NA,29815.8065,68913.27333333333,4.8383028790953775
5564,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,53949.231499999994,58075.473333333335,4.763992758123019
5606,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,22144.624,92321.26,4.965301723100575
5607,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,21927.9695,303416.85333333333,5.482039700070977
5608,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,27635.5135,273720.72,5.437307673701943
5610,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,31753.542500000003,1356747.55,6.13249904600796
5612,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,90684.7075,2793135.9,6.446092066808862
5613,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,109491.4115,2259651.5666666664,6.354041477049972
5615,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,10465.662849999999,141110.46,5.149559207602037
5642,9894,Unknown,NA,NA,NA,44160.3915,59999.206,4.778145503181972
5645,9894,Unknown,NA,NA,NA,26973.3975,54780.05433333333,4.738622458671049
5646,9894,Unknown,NA,NA,NA,87319.455,183747.38,5.264221155322738
6009,10874,Lipids and lipid-like molecules,NA,NA,NA,19356.3915,60383.38033333333,4.780917421688421
6013,10874,Lipids and lipid-like molecules,NA,NA,NA,34531.044,63333.956666666665,4.801636620584138
6015,10874,Lipids and lipid-like molecules,NA,NA,NA,57708.375,69782.27433333333,4.843745119802842
6017,10874,Lipids and lipid-like molecules,NA,NA,NA,57708.375,119969.53333333333,5.079070969504577
6176,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,36463.285,130616.66333333333,5.115998585301097
6183,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,41752.477,169350.05333333334,5.2287853377528295
6186,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,98999.52,134505.27333333332,5.128739311362023
6194,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,52843.946500000005,92121.11833333333,4.964359201578858
6202,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,57399.2985,111526.59,5.0473784235595085
6306,583,Lipids and lipid-like molecules,NA,NA,NA,84596.33499999999,275142.43666666665,5.439557579080384
6315,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,336394.405,1131470.55,6.053643254588636
6316,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,253872.03,999866.72,5.999942113373802
6349,2741,Lipids and lipid-like molecules,NA,NA,NA,14270.1335,100515.73866666667,5.002234068531949
6351,2741,Lipids and lipid-like molecules,NA,NA,NA,14260.4955,67740.96033333334,4.830851349151114
6380,259,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,"Massbank:RP019702 Dipropylphthalate|Dipropyl phthalate|dipropyl benzene-1,2-dicarboxylate",38870.162,55710.332,4.745935746600502
6409,1752,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,98613.75200000001,165919.91999999998,5.219898529645454
6412,6580,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,148473.47,347247.9733333333,5.540639719714999
6413,1752,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,40123.0175,176474.42333333334,5.246681771423024
6418,6580,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,447930.68,785437.1666666666,5.8951114481138465
6422,590,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,124809.26000000001,312685.12666666665,5.4951072238709555
6427,590,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,70133.51,152016.04,5.181889415023477
6442,2957,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,86326.9615,168611.13,5.226886238960398
6445,141,Lipids and lipid-like molecules,NA,NA,(3aR)-(+)-Sclareolide,83933.493,125412.739,5.098341652893504
6448,141,Lipids and lipid-like molecules,NA,NA,(3aR)-(+)-Sclareolide,114132.753,304728.2453333333,5.483912710946936
6590,4661,Unknown,NA,NA,NA,166063.25199999998,549175.2933333333,5.7397109906725845
6602,621,Unknown,NA,NA,NA,32259.629,256860.62666666668,5.409697537773911
6603,621,Unknown,NA,NA,NA,30107.7875,40859.990333333335,4.611298259550945
6628,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,"Massbank:AC000282 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",37942.8635,90958.56,4.958843576250872
6633,2957,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,74968.514,223054.53666666668,5.348411060705917
6637,2957,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,296199.685,380143.29,5.579947329054806
6639,2957,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,438410.8,840306.4,5.924437671259641
6640,2957,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,122718.945,253467.78333333333,5.403922766786881
6642,2957,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,"Massbank:AC000280 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",53521.2755,214808.63666666666,5.3320517387652755
6643,2957,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,128884.955,310089.49333333335,5.491487051420626
6803,6481,Unknown,NA,NA,NA,278377.9,901903.98,5.9551603034223275
7029,6051,Benzenoids,Benzene and substituted derivatives,NA,NA,58582.185,124149.52799999999,5.09394507276384
7069,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,35650.271,72847.884666666665,4.862416945386283
7110,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,35521.773,53953.698,4.732021216691854
7114,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,31447.006500000003,2309471.066666667,6.36351252572276
7115,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,18618.576,900703.1566666667,5.954581684804945
7592,11973,Unknown,NA,NA,NA,107496.57999999999,244793.72333333333,5.388800278029713
7594,11973,Unknown,NA,NA,NA,87895.68,76945.436,4.886182864858872
7784,14752,Unknown,NA,NA,NA,53916.24800000001,99718.193,4.998774400023882
7801,9109,Unknown,NA,NA,NA,19817.894500000002,67686.41533333334,4.830501514508308
7803,9109,Unknown,NA,NA,NA,7909.7587,78111.91333333333,4.892717275879301
7806,14752,Unknown,NA,NA,NA,33781.7655,59165.201,4.772066344268693
7869,988,Benzenoids,NA,NA,"Massbank:EA256709 Tramadol|(1R,2R)-2-(dimethylaminomethyl)-1-(3-methoxyphenyl)-1-cyclohexanol",45348.4255,309746.645,5.491006611042039
7871,988,Benzenoids,NA,NA,MassbankEU:ET190105 VEN_264.1959_10.8|O-Desmethylvenlafaxine|4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol,78027.03700000001,72833.82566666667,4.862333122288296
7872,988,Benzenoids,NA,NA,MassbankEU:ET190105 VEN_264.1959_10.8|O-Desmethylvenlafaxine|4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol,139291.765,130897.88333333333,5.116932623906862
7874,988,Benzenoids,NA,NA,MassbankEU:ET190105 VEN_264.1959_10.8|O-Desmethylvenlafaxine|4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol,88542.1505,236545.11333333334,5.373913980605724
8011,6483,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,70868.628,290675.75,5.463408801703411
8012,6483,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,45973.1125,149584.28333333333,5.174885965051321
8272,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,26227.489999999998,62259.04533333333,4.794202457020378
8273,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,40037.257,68771.14733333333,4.837406269890649
8274,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,75920.5545,150686.86333333334,5.178075392788942
8277,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,54440.07399999999,216480.29666666666,5.335418374415262
8298,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,44900.4785,111766.23,5.048310601939451
8440,896,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,19334.595,90794.338,4.958058766450307
8443,896,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,19334.595,47421.13833333333,4.6759719749047495
8466,896,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid,35827.0495,30330.279000000002,4.481876405286039
8487,1572,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,57695.375,180802.94999999998,5.257205512191721
8489,1572,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,42718.917,68901.39,4.838227983347984
8754,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,54459.5785,96936.183,4.986485914760847
8790,126,Lipids and lipid-like molecules,NA,NA,NA,18094.2505,91071.71333333333,4.959383507040464
8805,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Dehydroepiandrosterone,31470.299,172782.64333333334,5.237500113819088
8818,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,26507.6505,375710.58666666667,5.574853432662899
8819,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,32259.3325,564109.6866666666,5.751363557321143
8820,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,92971.8945,1540206.1333333333,6.187578848484718
8917,5185,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,36502.631,78874.916,4.896938909738645
9169,1109,Organoheterocyclic compounds,Piperidines,NA,NA,2513.8773499999998,66227.18866666667,4.821036319708408
9519,5333,Organic oxygen compounds,Organooxygen compounds,NA,NA,25405.75,179514.59666666668,5.254099767644434
9528,5333,Organic oxygen compounds,Organooxygen compounds,NA,NA,44532.948000000004,192349.13333333333,5.284090233848454
9531,5333,Organic oxygen compounds,Organooxygen compounds,NA,NA,135566.6575,337873.61666666664,5.528754280607593
9532,5333,Organic oxygen compounds,Organooxygen compounds,NA,NA,106271.3175,311901.22,5.494017073501073
9533,5333,Organic oxygen compounds,Organooxygen compounds,NA,NA,38428.25,77581.23533333333,4.889756690631124
9562,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,363466.595,320914.48,5.506389313362946
9565,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,1712050,2786100.7666666666,6.444996819774913
9566,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,1472346.4500000002,2355456.0666666664,6.37207500830587
9568,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,190369.865,434934.62666666665,5.638423984744259
9573,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,243000.84500000003,383591.81333333335,5.58386932982788
9576,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,83729.242,170538.67666666667,5.231822888654352
9578,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,155930.055,199549.82333333333,5.3000513476279725
9579,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,217661.37,146401.658,5.16554599513886
9581,1876,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,NA,19537.858,93028.09999999999,4.96861415104468
9583,5333,Organic oxygen compounds,Organooxygen compounds,NA,NA,84866.22750000001,306475.6066666667,5.486395913400434
9792,259,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Spectral Match to Dibutyl phthalate from NIST14,5366493.5,10579966.333333334,7.0244842857264995
9799,259,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,MoNA:936691 DBP,54874.743,216638.772,5.335736185247594
9802,847,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,50423.085,221995.89333333334,5.34634494058051
9881,259,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA,335199.545,804388.3966666666,5.905465797255405
10098,96,Unknown,NA,NA,NA,40099.18949999999,112907.71,5.052723599109453
10104,96,Unknown,NA,NA,NA,59891.8865,137745.07333333333,5.139076074584363
10145,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,75672.946,125135.94,5.097382060309075
10146,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,101427.175,134443.228,5.1285389313915895
10147,3022,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,96690.54999999999,116934.75,5.067943591491922
10148,2059,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,55144.508,224046.358,5.350337888604524
10151,2059,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,176183.95500000002,508386.72,5.706194197456229
10154,96,Unknown,NA,NA,NA,34863.219,76875.21333333333,4.8857863339784116
10155,96,Unknown,NA,NA,NA,95601.56,111078.298,5.045629216641137
10378,896,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,29848.2595,89339.78266666667,4.951044891646204
10380,896,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,16936.1985,59125.199,4.77177261547029
10387,896,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,20704.3675,78236.80833333333,4.89341112511934
10434,1572,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,38963.9975,80996.32433333334,4.908465310755549
10439,1572,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,72843.63500000001,101307.14,5.005640054968629
10440,1572,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,44619.398499999996,86867.583,4.938857737889574
10580,1801,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,MassbankEU:SM825201 Tris(2-chloroethyl)phosphate|Tris(2-chloroethyl) phosphate,38833.052500000005,278897.50666666665,5.445444631706894
10670,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,32412.0365,60394.13333333334,4.780994753443886
10672,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,92179.7475,112667.24,5.051797655571626
10673,409,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,35120.600999999995,133874.36,5.1266974076559135
10677,126,Lipids and lipid-like molecules,NA,NA,NA,51790.3925,143918.39133333333,5.158116295981178
